loan_id,product_code,status,control_ids,matching_hypotheses,implied_rate_offset_pct,interest_misstatement_inr,penal_misstatement_inr,closing_balance_diff_inr,exception_periods,first_exception_period,last_exception_period
LN0029789,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,138.3,0.0,138.3,29,2023-02,2025-06
LN0029795,GL-FIX,Attributed,C-08,C-08 accrual after closure,,295.31,0.0,295.31,1,2023-03,2023-03
LN0029820,MSME-FLT,Attributed,C-08+C-09,C-08 accrual after closure + C-09 365-day basis in leap year,,6815.31,0.0,6815.31,16,2024-01,2025-04
LN0029858,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,5477.01,0.0,5477.01,12,2023-05,2025-06
LN0029860,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,6025.18,0.0,6025.18,28,2023-03,2025-06
LN0029914,MSME-FLT,Attributed,C-02+C-09,C-02 reset one cycle late + C-09 365-day basis in leap year,,-79.91,0.0,-79.91,26,2023-05,2025-06
LN0029925,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,161.01,0.0,161.01,29,2023-02,2025-06
LN0029963,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,3131.24,0.0,3131.24,28,2023-03,2025-06
LN0029995,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,2111.31,0.0,2111.31,29,2023-02,2025-06
LN0029998,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,18.28,0.0,18.28,24,2023-02,2025-01
LN0030130,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-9011.26,0.0,-9011.26,17,2024-02,2025-06
LN0030137,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-162.36,0.0,-162.36,17,2023-02,2024-06
LN0030158,HL-FLT,Attributed,C-02+C-07,C-02 reset one cycle late + C-07 stale pre-change spread,,27139.77,0.0,27139.77,20,2023-11,2025-06
LN0030162,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,10384.1,0.0,10384.1,9,2023-03,2023-11
LN0030171,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,943.49,0.0,943.49,29,2023-02,2025-06
LN0030287,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-6.04,0.0,-6.04,13,2023-02,2024-02
LN0030337,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,7087.75,0.0,7087.75,20,2023-11,2025-06
LN0030355,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,175.09,0.0,175.09,29,2023-02,2025-06
LN0030435,GL-FIX,Attributed,C-08,C-08 accrual after closure,,2926.74,0.0,2926.74,1,2023-05,2023-05
LN0030563,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,7163.98,0.0,7163.98,20,2023-11,2025-06
LN0030694,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,236.13,0.0,236.13,29,2023-02,2025-06
LN0030699,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,52.18,0.0,52.18,5,2023-02,2023-06
LN0030810,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,5008.61,0.0,5008.61,29,2023-02,2025-06
LN0030812,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,70.57,0.0,70.57,6,2023-03,2023-08
LN0030947,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,2000.57,0.0,2000.57,18,2024-01,2025-06
LN0030968,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,9322.98,0.0,9322.98,19,2023-12,2025-06
LN0031061,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,716.25,0.0,716.25,4,2025-03,2025-06
LN0031088,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,7021.51,0.0,7021.51,19,2023-12,2025-06
LN0031105,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-10193.07,0.0,-10193.07,16,2024-03,2025-06
LN0031109,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,18305.66,0.0,18305.66,27,2023-04,2025-06
LN0031156,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-449.9,0.0,-449.9,28,2023-03,2025-06
LN0031179,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,12033.19,0.0,12033.19,19,2023-12,2025-06
LN0031186,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,8009.89,0.0,8009.89,27,2023-04,2025-06
LN0031187,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,79.22,0.0,79.22,25,2023-03,2025-06
LN0031215,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,8649.25,0.0,8649.25,19,2023-12,2025-06
LN0031262,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,9.37,0.0,9.37,2,2024-07,2024-08
LN0031291,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,815.63,0.0,815.63,18,2024-01,2025-06
LN0031338,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,419.44,0.0,419.44,18,2024-01,2025-06
LN0031386,PL-FIX,Attributed,C-08,C-08 accrual after closure,,5101.43,0.0,5101.43,1,2023-09,2023-09
LN0031422,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,515.28,-1000.0,-484.72,11,2024-08,2025-06
LN0031446,GL-FIX,Attributed,C-08,C-08 accrual after closure,,522.99,0.0,522.99,1,2023-08,2023-08
LN0031541,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-225.66,0.0,-225.66,28,2023-03,2025-06
LN0031599,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,13683.17,0.0,13683.17,19,2023-12,2025-06
LN0031614,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,19121.16,0.0,19121.16,27,2023-04,2025-06
LN0031664,PL-FIX,Attributed,C-08,C-08 accrual after closure,,347.44,0.0,347.44,1,2024-12,2024-12
LN0031671,GL-FIX,Attributed,C-08,C-08 accrual after closure,,300.03,0.0,300.03,1,2023-05,2023-05
LN0031697,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,461.74,0.0,461.74,18,2024-01,2025-06
LN0031776,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,12255.37,-1000.0,11255.37,4,2025-03,2025-06
LN0031788,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,144.72,0.0,144.72,13,2023-03,2024-03
LN0031844,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,13433.25,0.0,13433.25,19,2023-12,2025-06
LN0031883,HL-FLT,Attributed,C-05,C-05 penal charge capitalised,,5.84,0.0,5.84,2,2025-04,2025-05
LN0031899,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,1626.99,0.0,1626.99,18,2024-01,2025-06
LN0031909,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-180.1,0.0,-180.1,28,2023-03,2025-06
LN0032063,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,5693.93,0.0,5693.93,21,2023-10,2025-06
LN0032083,PL-FIX,Attributed,C-08,C-08 accrual after closure,,2988.63,0.0,2988.63,1,2024-01,2024-01
LN0032084,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,808.02,0.0,808.02,25,2023-04,2025-04
LN0032133,PL-FIX,Attributed,C-08,C-08 accrual after closure,,947.42,0.0,947.42,1,2024-03,2024-03
LN0032141,GL-FIX,Attributed,C-08,C-08 accrual after closure,,87.83,0.0,87.83,1,2023-12,2023-12
LN0032167,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-100.11,0.0,-100.11,13,2023-04,2024-04
LN0032245,GL-FIX,Attributed,C-08,C-08 accrual after closure,,235.22,0.0,235.22,1,2023-05,2023-05
LN0032272,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-76.41,0.0,-76.41,27,2023-04,2025-06
LN0032277,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-150.29,0.0,-150.29,27,2023-04,2025-06
LN0032280,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.5,252.36,0.0,252.36,7,2023-04,2023-10
LN0032316,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-97.17,0.0,-97.17,10,2023-04,2024-01
LN0032329,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,7774.84,0.0,7774.84,1,2024-07,2024-07
LN0032339,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,361.42,0.0,361.42,18,2024-01,2025-06
LN0032355,GL-FIX,Attributed,C-08,C-08 accrual after closure,,1352.57,0.0,1352.57,1,2023-07,2023-07
LN0032358,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,8365.6,0.0,8365.6,26,2023-05,2025-06
LN0032373,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,-86.65,0.0,-86.65,21,2023-04,2025-05
LN0032412,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,5531.22,0.0,5531.22,3,2025-04,2025-06
LN0032434,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-53.38,0.0,-53.38,7,2023-04,2023-10
LN0032492,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,76258.48,0.0,76258.48,27,2023-04,2025-06
LN0032566,HL-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,6973.47,-750.0,6223.47,3,2025-04,2025-06
LN0032588,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,373.08,-500.0,-126.92,5,2024-11,2025-03
LN0032591,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-88.08,0.0,-88.08,27,2023-04,2025-06
LN0032669,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,98.13,-500.0,-401.87,10,2024-09,2025-06
LN0032674,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-439.45,0.0,-439.45,25,2023-04,2025-04
LN0032711,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,151.89,0.0,151.89,10,2023-04,2024-01
LN0032723,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,8654.18,0.0,8654.18,21,2023-10,2025-06
LN0032737,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,300.91,-500.0,-199.09,10,2024-09,2025-06
LN0032881,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,22636.24,0.0,22636.24,21,2023-10,2025-06
LN0032966,HL-FLT,Attributed,C-08,C-08 accrual after closure,,8523.71,0.0,8523.71,1,2024-02,2024-02
LN0032972,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,316.05,0.0,316.05,18,2024-01,2025-06
LN0033014,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,8.21,0.0,8.21,2,2025-01,2025-02
LN0033051,MSME-FLT,Attributed,C-05+C-09,C-05 penal interest +2.0% on rate + C-09 365-day basis in leap year,,3986.35,-1000.0,2986.35,18,2024-01,2025-06
LN0033055,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,660.77,0.0,660.77,26,2023-05,2025-06
LN0033061,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,2546.05,-500.0,2046.05,8,2024-11,2025-06
LN0033097,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-11.43,0.0,-11.43,12,2023-04,2024-05
LN0033169,GL-FIX,Attributed,C-08,C-08 accrual after closure,,454.21,0.0,454.21,1,2023-05,2023-05
LN0033184,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-664.59,0.0,-664.59,27,2023-04,2025-06
LN0033252,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,2349.51,-1000.0,1349.51,10,2024-09,2025-06
LN0033288,HL-MCLR,Attributed,C-01,C-01 wrong spread (implied),-0.25,-16482.22,0.0,-16482.22,20,2023-05,2024-12
LN0033291,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,332.81,0.0,332.81,2,2025-05,2025-06
LN0033362,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,21444.72,0.0,21444.72,25,2023-06,2025-06
LN0033377,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,270.06,-500.0,-229.94,8,2024-11,2025-06
LN0033394,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,21308.94,0.0,21308.94,20,2023-11,2025-06
LN0033456,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,17.6,0.0,17.6,3,2023-05,2023-07
LN0033470,HL-FLT,Attributed,C-08,C-08 accrual after closure,,25210.48,0.0,25210.48,1,2025-06,2025-06
LN0033489,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),-0.25,-498.88,0.0,-498.88,5,2023-05,2023-09
LN0033560,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,6208.62,0.0,6208.62,20,2023-11,2025-06
LN0033588,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-247.07,0.0,-247.07,25,2023-05,2025-05
LN0033598,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,7413.57,0.0,7413.57,20,2023-11,2025-06
LN0033671,HL-MCLR,Attributed,C-05,C-05 penal charge capitalised,,6.12,0.0,6.12,2,2024-10,2024-11
LN0033711,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,2.07,0.0,2.07,7,2023-05,2023-12
LN0033752,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,7266.64,0.0,7266.64,20,2023-11,2025-06
LN0033754,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,16547.76,0.0,16547.76,20,2023-11,2025-06
LN0033774,GL-FIX,Attributed,C-08,C-08 accrual after closure,,1690.71,0.0,1690.71,1,2023-10,2023-10
LN0033805,PL-FIX,Attributed,C-08,C-08 accrual after closure,,485.92,0.0,485.92,1,2024-11,2024-11
LN0033822,HL-FLT,Attributed,C-05+C-07,C-05 penal interest +2.0% on rate + C-07 stale pre-change spread,,27877.86,-750.0,27127.86,20,2023-11,2025-06
LN0033828,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,2112.58,0.0,2112.58,18,2024-01,2025-06
LN0033830,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,279.68,0.0,279.68,18,2024-01,2025-06
LN0033917,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,5524.05,0.0,5524.05,26,2023-05,2025-06
LN0033957,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,515.82,-500.0,15.82,2,2025-02,2025-03
LN0034028,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,10389.22,0.0,10389.22,20,2023-11,2025-06
LN0034062,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,4616.58,0.0,4616.58,25,2023-06,2025-06
LN0034071,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,423.41,0.0,423.41,5,2025-02,2025-06
LN0034096,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,9632.78,0.0,9632.78,20,2023-11,2025-06
LN0034111,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,26848.82,0.0,26848.82,25,2023-06,2025-06
LN0034128,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-246.29,0.0,-246.29,26,2023-05,2025-06
LN0034130,PL-FIX,Attributed,C-08,C-08 accrual after closure,,2345.34,0.0,2345.34,1,2025-02,2025-02
LN0034150,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,6972.59,0.0,6972.59,10,2023-11,2024-08
LN0034266,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp | C-06 daily rounding to 1dp,,-10.66,0.0,-10.66,9,2023-06,2024-02
LN0034285,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,-5140.25,0.0,-5140.25,14,2024-05,2025-06
LN0034321,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,20355.9,0.0,20355.9,25,2023-06,2025-06
LN0034345,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,-117.59,0.0,-117.59,9,2023-06,2024-02
LN0034355,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),-0.25,-22447.84,0.0,-22447.84,26,2023-05,2025-06
LN0034381,HL-FLT,Attributed,C-02+C-07,C-02 reset one cycle late + C-07 stale pre-change spread,,11234.62,0.0,11234.62,19,2023-11,2025-05
LN0034436,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,8623.64,0.0,8623.64,19,2023-12,2025-06
LN0034462,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-120.3,0.0,-120.3,25,2023-06,2025-06
LN0034514,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14778.24,0.0,14778.24,19,2023-12,2025-06
LN0034515,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,12102.97,0.0,12102.97,19,2023-12,2025-06
LN0034518,HL-FLT,Attributed,C-08,C-08 accrual after closure,,14526.49,0.0,14526.49,1,2024-12,2024-12
LN0034529,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,694.92,-500.0,194.92,9,2024-10,2025-06
LN0034570,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-45.61,0.0,-45.61,22,2023-06,2025-03
LN0034646,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,547.79,0.0,547.79,18,2024-01,2025-06
LN0034689,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,580.88,0.0,580.88,18,2024-01,2025-06
LN0034692,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-264.9,0.0,-264.9,25,2023-06,2025-06
LN0034727,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,1623.96,0.0,1623.96,18,2024-01,2025-06
LN0034766,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,2201.78,0.0,2201.78,4,2025-03,2025-06
LN0034794,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,7738.94,0.0,7738.94,19,2023-12,2025-06
LN0034804,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,18.11,0.0,18.11,4,2024-09,2024-12
LN0034901,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-75.71,0.0,-75.71,25,2023-06,2025-06
LN0034903,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-202.89,0.0,-202.89,25,2023-06,2025-06
LN0034919,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,3665.62,0.0,3665.62,19,2023-12,2025-06
LN0034983,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,491.04,0.0,491.04,18,2024-01,2025-06
LN0035010,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,21496.54,0.0,21496.54,19,2023-12,2025-06
LN0035119,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,9873.72,0.0,9873.72,19,2023-12,2025-06
LN0035125,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,15897.88,0.0,15897.88,19,2023-12,2025-06
LN0035202,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,103980.76,0.0,103980.76,25,2023-06,2025-06
LN0035213,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,471.84,0.0,471.84,18,2024-01,2025-06
LN0035275,GL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,181.83,0.0,181.83,13,2023-06,2024-06
LN0035313,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,35641.3,0.0,35641.3,19,2023-12,2025-06
LN0035319,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.25,13683.83,0.0,13683.83,25,2023-06,2025-06
LN0035378,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-107.51,0.0,-107.51,13,2023-06,2024-06
LN0035401,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,18515.55,0.0,18515.55,19,2023-12,2025-06
LN0035423,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,91.86,-500.0,-408.14,8,2024-11,2025-06
LN0035485,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,3736.39,0.0,3736.39,25,2023-06,2025-06
LN0035526,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,6823.18,0.0,6823.18,19,2023-12,2025-06
LN0035530,HL-MCLR,Attributed,C-08,C-08 accrual after closure,,35636.38,0.0,35636.38,1,2024-04,2024-04
LN0035539,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-246.41,0.0,-246.41,20,2023-06,2025-01
LN0035557,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),-0.25,-20152.04,0.0,-20152.04,25,2023-06,2025-06
LN0035571,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,564.4,0.0,564.4,4,2025-03,2025-06
LN0035606,HL-MCLR,Attributed,C-02,C-02 reset one cycle late,,14.02,0.0,14.02,1,2025-06,2025-06
LN0035654,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,3123.62,0.0,3123.62,23,2023-08,2025-06
LN0035682,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,10531.88,0.0,10531.88,23,2023-08,2025-06
LN0035693,MSME-FLT,Attributed,C-05,C-05 penal interest +1.0% on rate | C-05 penal interest +2.0% on rate | C-05 penal interest +3.0% on rate,,0.0,-1000.0,-1000.0,1,2025-06,2025-06
LN0035704,PL-FIX,Attributed,C-05,C-05 penal interest +2.0% on rate,,342.17,-500.0,-157.83,4,2025-03,2025-06
LN0035717,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,60.29,0.0,60.29,19,2023-07,2025-06
LN0035730,MSME-FLT,Attributed,C-05,C-05 penal charge capitalised,,0.0,0.0,0.0,1,2025-06,2025-06
LN0035771,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,24.9,0.0,24.9,22,2023-07,2025-06
LN0035901,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,589.79,0.0,589.79,18,2024-01,2025-06
LN0035946,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,416.04,0.0,416.04,24,2023-07,2025-06
LN0036008,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,6.22,0.0,6.22,2,2025-04,2025-05
LN0036025,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.5,61775.2,0.0,61775.2,24,2023-07,2025-06
LN0036035,MSME-FLT,Attributed,C-04,C-04 moratorium interest compounded,,5115.66,0.0,5115.66,23,2023-08,2025-06
LN0036058,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-225.7,0.0,-225.7,24,2023-07,2025-06
LN0036201,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-649.24,0.0,-649.24,24,2023-07,2025-06
LN0036214,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-27.59,0.0,-27.59,20,2023-07,2025-06
LN0036258,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,6583.13,0.0,6583.13,21,2023-10,2025-06
LN0036264,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,31067.75,0.0,31067.75,23,2023-08,2025-06
LN0036309,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,508.07,0.0,508.07,13,2023-07,2024-07
LN0036332,HL-FLT,Attributed,C-08,C-08 accrual after closure,,16850.99,0.0,16850.99,1,2023-12,2023-12
LN0036333,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,21634.51,0.0,21634.51,21,2023-10,2025-06
LN0036365,HL-FLT,Attributed,C-04,C-04 moratorium interest compounded,,25370.21,0.0,25370.21,23,2023-08,2025-06
LN0036373,HL-FLT,Attributed,C-01,C-01 wrong spread (implied),0.1,7627.04,0.0,7627.04,24,2023-07,2025-06
LN0036394,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,14.81,0.0,14.81,23,2023-07,2025-06
LN0036406,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,-25.94,0.0,-25.94,6,2023-12,2024-07
LN0036423,HL-MCLR,Attributed,C-06,C-06 daily rounding to 0dp,,-42.67,0.0,-42.67,18,2023-07,2025-06
LN0036473,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,8602.26,0.0,8602.26,23,2023-08,2025-06
LN0036512,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,10128.1,0.0,10128.1,23,2023-08,2025-06
LN0036523,MSME-FLT,Attributed,C-01,C-01 wrong spread (implied),-0.25,-1925.99,0.0,-1925.99,24,2023-07,2025-06
LN0036536,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,17079.52,0.0,17079.52,21,2023-10,2025-06
LN0036573,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-417.81,0.0,-417.81,13,2023-07,2024-07
LN0036666,GL-FIX,Attributed,C-08,C-08 accrual after closure,,808.21,0.0,808.21,1,2024-01,2024-01
LN0036702,GL-FIX,Attributed,C-08,C-08 accrual after closure,,1240.58,0.0,1240.58,1,2024-03,2024-03
LN0036723,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,567.94,0.0,567.94,18,2024-01,2025-06
LN0036805,MSME-FLT,Attributed,C-05,C-05 penal interest +2.0% on rate,,1735.53,-1000.0,735.53,12,2024-07,2025-06
LN0036836,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,14295.82,0.0,14295.82,21,2023-10,2025-06
LN0036849,MSME-FLT,Attributed,C-09,C-09 365-day basis in leap year,,88.33,0.0,88.33,18,2024-01,2025-06
LN0036859,PL-FIX,Attributed,C-05,C-05 penal charge capitalised,,4.97,0.0,4.97,4,2025-03,2025-06
LN0036965,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,13355.5,0.0,13355.5,20,2023-11,2025-06
LN0036985,PL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.1,1260.65,0.0,1260.65,23,2023-08,2025-06
LN0037129,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,38529.92,0.0,38529.92,22,2023-09,2025-06
LN0037132,HL-MCLR,Attributed,C-04,C-04 moratorium interest compounded,,2967.47,0.0,2967.47,11,2023-09,2024-07
LN0037198,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,5630.64,0.0,5630.64,20,2023-11,2025-06
LN0037237,HL-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,54.08,0.0,54.08,21,2023-08,2025-06
LN0037322,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,6069.12,0.0,6069.12,20,2023-11,2025-06
LN0037369,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,5072.46,0.0,5072.46,5,2025-02,2025-06
LN0037372,MSME-FLT,Attributed,C-06,C-06 daily rounding to 0dp,,13.29,0.0,13.29,23,2023-08,2025-06
LN0037558,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,24521.24,0.0,24521.24,20,2023-11,2025-06
LN0037559,HL-FLT,Attributed,C-07,C-07 stale pre-change spread,,22067.69,0.0,22067.69,20,2023-11,2025-06
LN0037589,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-281.39,0.0,-281.39,23,2023-08,2025-06
LN0037617,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-245.85,0.0,-245.85,13,2023-08,2024-08
LN0037624,GL-FIX,Attributed,C-08,C-08 accrual after closure,,969.0,0.0,969.0,1,2023-11,2023-11
LN0037658,PL-FIX,Attributed,C-03,C-03 30E/360 day-count,,-208.84,0.0,-208.84,11,2023-08,2024-06
LN0037697,GL-FIX,Attributed,C-01,C-01 wrong spread (implied),0.25,1117.7,0.0,1117.7,13,2023-08,2024-08
LN0037764,MSME-FLT,Attributed,C-02,C-02 reset one cycle late,,1166.96,0.0,1166.96,5,2025-02,2025-06
LN0037768,PL-FIX,Attributed,C-06,C-06 daily rounding to 0dp,,14.84,0.0,14.84,21,2023-08,2025-06
LN0037778,HL-FLT,Attributed,C-02,C-02 reset one cycle late,,7934.77,0.0,7934.77,20,2023-11,2025-06
